2014/09/26,18
2014/09/30,4
2014/10/01,1
2014/10/02,0
2014/10/03,0
2014/10/05,0
2014/10/07,1
2014/10/08,0
2014/10/10,0
2014/10/11,0
2014/10/12,0
2014/10/20,0
2014/10/22,0
2014/10/24,1
2014/10/31,2
2014/11/01,0
2014/11/02,0
2014/11/03,0
2014/11/04,0
2014/11/05,0
2014/11/06,0
2014/11/09,0
2014/11/10,0
2014/11/11,0
2014/11/13,0
2014/11/16,0
2014/11/17,0
2014/11/23,0
2014/11/24,0
2014/11/26,0
2014/11/29,1
2014/11/30,1
2014/12/01,1
2014/12/02,0
2014/12/06,0
2014/12/08,0
2014/12/11,0
2014/12/12,0
2014/12/15,0
2014/12/16,0
2014/12/17,0
2014/12/19,0
2014/12/22,0
2014/12/24,0
2014/12/28,0
2014/12/29,0
2015/01/04,1
2015/01/06,0
2015/01/07,0
2015/01/11,0
2015/01/12,0
2015/01/18,0
2015/01/19,0
2015/01/20,0
2015/01/25,0
2015/01/30,0
2015/02/01,0
2015/02/02,0
2015/02/03,0
2015/02/04,0
2015/02/05,0
2015/02/07,0
2015/02/08,0
2015/02/13,0
2015/02/14,0
2015/02/16,0
2015/02/18,0
2015/02/19,0
2015/02/20,0
2015/02/22,0
2015/02/23,0
2015/02/24,0
2015/02/25,0
2015/02/28,8
2015/03/01,0
2015/03/02,0
2015/03/03,0
2015/03/07,0
2015/03/08,0
2015/03/10,0
2015/03/11,0
2015/03/14,0
2015/03/15,0
2015/03/16,0
2015/03/19,0
2015/03/21,0
2015/03/22,0
2015/03/24,0
2015/04/01,0
2015/04/02,0
2015/04/03,0
2015/04/04,0
2015/04/05,0
2015/04/06,0
2015/04/07,0
2015/04/08,0
2015/04/10,0
2015/04/11,0
2015/04/12,0
2015/04/14,0
2015/04/18,0
2015/04/19,0
2015/04/20,0
2015/04/24,0
2015/04/25,0
2015/04/26,0
2015/04/29,0
2015/04/30,0
2015/05/02,1
2015/05/03,2
2015/05/04,15
2015/05/05,0
2015/05/06,0
2015/05/07,0
2015/05/09,0
2015/05/10,0
2015/05/14,0
2015/05/16,0
2015/05/17,0
2015/05/19,0
2015/05/21,0
2015/05/22,0
2015/05/23,0
2015/05/24,0
2015/05/26,0
2015/05/27,0
2015/05/29,1
2015/05/30,3
2015/05/31,1
2015/06/01,15
2015/06/03,0
2015/06/04,0
2015/06/06,0
2015/06/07,0
2015/06/10,2
2015/06/11,0
2015/06/13,3
2015/06/14,0
2015/06/15,0
2015/06/17,1
2015/06/18,0
2015/06/20,3
